	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
ami	0.006254520267248154	0.0	0.0	0.0	0.0030944698955863714	0.006060340907424688	0.004423215985298157	0.0	0.0032467436976730824	0.0	0.0031894491985440254	0.0	0.0	0.002837708219885826	0.0	0.0	0.010559610091149807	0.005280951503664255	0.005303211510181427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021250611171126366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
main	0.006004626397043467	0.003091072430834174	0.004297996871173382	0.007178646977990866	0.004184632562100887	0.0	0.002691083587706089	0.0	0.0	0.0	0.0	0.004326974973082542	0.0	0.004247444681823254	0.0	0.00636650575324893	0.003880891250446439	0.0	0.004220281261950731	0.0	0.0	0.005663078278303146	0.0	0.0	0.0	0.0	0.0	0.0	0.004016275983303785	0.0	0.011603740975260735	0.0044601187109947205	0.0041234479285776615	0.0026273755356669426	0.0	0.0	0.0	0.0056951879523694515	0.0	0.0
temps	0.005887878127396107	0.005774767138063908	0.004582840949296951	0.010155231691896915	0.0023953658528625965	0.003012338886037469	0.003499480662867427	0.006389628164470196	0.0032192536164075136	0.0	0.003861613105982542	0.006361284758895636	0.004162480589002371	0.005177978426218033	0.0	0.005620659328997135	0.007171325385570526	0.00795311201363802	0.0072165001183748245	0.006363473366945982	0.01049862802028656	0.006860296241939068	0.0032578937243670225	0.0	0.010024776682257652	0.004899401683360338	0.00630453135818243	0.0	0.0	0.0	0.0	0.004285811446607113	0.009710356593132019	0.006955383345484734	0.004499359522014856	0.004079089500010014	0.0037284817080944777	0.0	0.00776269193738699	0.002387006999924779
chasseurs	0.005874963011592627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006449648179113865
bandits	0.0056144725531339645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
moment	0.005610124673694372	0.005606294609606266	0.002840767614543438	0.003535080701112747	0.0	0.0	0.005824964959174395	0.003561115125194192	0.004924289882183075	0.0	0.0	0.0	0.0	0.0	0.0	0.003388467011973262	0.0	0.005160807631909847	0.003669599536806345	0.003918496426194906	0.0	0.004237167537212372	0.0022258113604038954	0.0032318641897290945	0.0	0.004642000887542963	0.003351298626512289	0.003842786652967334	0.0	0.0	0.006242324598133564	0.0	0.0050915200263261795	0.002521317219361663	0.0	0.0	0.0031557551119476557	0.0037698245141655207	0.0034828500356525183	0.0
instant	0.005590657237917185	0.003304658457636833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004526031669229269	0.0	0.002336224541068077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025454892311245203	0.0	0.0018173172138631344	0.0
tête	0.005525500047951937	0.00698989350348711	0.006145371124148369	0.008283957839012146	0.003519203048199415	0.0	0.0032524208072572947	0.0	0.0	0.002314058132469654	0.0	0.008112402632832527	0.0	0.0050031947903335094	0.0	0.007405467331409454	0.0	0.0	0.00652791652828455	0.0026619017589837313	0.006567482370883226	0.003939253278076649	0.0044084712862968445	0.0036174305714666843	0.0047979531809687614	0.0	0.005611205939203501	0.004561236593872309	0.006839397829025984	0.0035439329221844673	0.009355936199426651	0.004554918967187405	0.0	0.00553499162197113	0.0	0.003637298010289669	0.0030852819327265024	0.005854447837918997	0.0	0.0
voix	0.0052206916734576225	0.003700664732605219	0.0	0.006317585706710815	0.0	0.0035628038458526134	0.0	0.0	0.002699941163882613	0.0	0.0	0.005206781905144453	0.0	0.002663486870005727	0.0	0.005598675925284624	0.0	0.0	0.0035630641505122185	0.0	0.0	0.0	0.006100337021052837	0.0	0.0	0.0028191704768687487	0.0	0.0	0.005405168514698744	0.0	0.01646939106285572	0.0	0.0	0.003189521376043558	0.0	0.006232947576791048	0.0	0.0032428097911179066	0.0	0.0
feu	0.005154527258127928	0.002403488615527749	0.0	0.004620256833732128	0.0022965637035667896	0.0	0.0	0.0	0.0	0.0	0.0	0.004338519182056189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026826828252524137	0.0	0.0	0.001909388112835586	0.0	0.0	0.0	0.005318641196936369	0.002446893835440278	0.0	0.0	0.0	0.004782906733453274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
camp	0.004953824449330568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026747214142233133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ennemis	0.004940114449709654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
frère	0.004717607516795397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024675503373146057	0.0	0.0	0.0	0.0	0.0034002752508968115	0.0	0.0	0.0	0.006960121914744377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00472550792619586	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pirates	0.004639349412173033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
monsieur	0.004523266106843948	0.0	0.0	0.0	0.0	0.05527210980653763	0.012837586924433708	0.003614490618929267	0.0	0.0031852442771196365	0.0	0.0	0.0	0.0	0.005264366511255503	0.0	0.004047316499054432	0.0	0.0	0.0	0.0	0.0	0.0	0.0024780496023595333	0.0	0.0	0.0	0.0	0.0	0.0	0.0034849580843001604	0.0	0.0035576398950070143	0.004010501317679882	0.0	0.0	0.0	0.0	0.0	0.0
soldat	0.004521599039435387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fois	0.004303139168769121	0.007378399837762117	0.0	0.006897919811308384	0.0022439195308834314	0.0	0.0038495033513754606	0.00288875843398273	0.0023921302054077387	0.002570901531726122	0.006585009396076202	0.002884034998714924	0.00722123496234417	0.005344898905605078	0.005180157721042633	0.00846195686608553	0.0	0.009805835783481598	0.002668919274583459	0.0031871229875832796	0.007248843088746071	0.0034735447261482477	0.0033666817471385	0.005576479248702526	0.005929544102400541	0.005634085740894079	0.005325665697455406	0.0042850603349506855	0.00403810478746891	0.004419093485921621	0.005632125772535801	0.004101600497961044	0.006441660691052675	0.0029652374796569347	0.0027617819141596556	0.002429140731692314	0.005502026993781328	0.003273622365668416	0.0024766158312559128	0.006024536676704884
coup	0.0041819969192147255	0.0049304175190627575	0.003888871520757675	0.003949720412492752	0.003806049469858408	0.0	0.004514151718467474	0.0	0.0	0.0	0.0	0.00803555641323328	0.0035130856558680534	0.002562404377385974	0.0	0.0037393448874354362	0.005429718177765608	0.0	0.00426632072776556	0.0037189126014709473	0.0030476234387606382	0.004514580592513084	0.0033975322730839252	0.003322185715660453	0.004244385752826929	0.0033921527210623026	0.006666059605777264	0.005272671580314636	0.0030572947580367327	0.0	0.007388397119939327	0.004318225663155317	0.0	0.004085577093064785	0.003918392118066549	0.004762814845889807	0.0	0.007114920765161514	0.001795878168195486	0.0
armes	0.004165385849773884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004184211604297161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006101632956415415	0.0	0.0
gouverneur	0.0041419221088290215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vie	0.003964907024055719	0.0	0.0	0.0	0.003574452130123973	0.0	0.0	0.0	0.004773199092596769	0.0020332587882876396	0.0	0.0	0.0	0.002903012093156576	0.0	0.008671007119119167	0.0	0.019319074228405952	0.0	0.0	0.005664406344294548	0.0	0.0	0.0	0.006768589373677969	0.0	0.0	0.0	0.0	0.0	0.0036871570628136396	0.0	0.005232667550444603	0.0	0.0	0.0	0.0027763356920331717	0.0	0.008022106252610683	0.005107509437948465
minutes	0.003954199608415365	0.0035013421438634396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004988267086446285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026820185594260693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chose	0.003894605441018939	0.0	0.003820028156042099	0.0033469090703874826	0.0027438125107437372	0.0	0.003335348330438137	0.0	0.0	0.0	0.0	0.0	0.0025752342771738768	0.003000436117872596	0.0	0.004134725779294968	0.0	0.00883110798895359	0.0	0.0	0.006972569972276688	0.0	0.0060668704099953175	0.0	0.0	0.0023495794739574194	0.0	0.003545193700119853	0.0029992121271789074	0.0022556313779205084	0.0	0.004675065632909536	0.004969723057001829	0.0	0.0025638563092797995	0.0	0.0	0.0	0.005219176411628723	0.0
doña	0.0038709696382284164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
forêt	0.0038671032525599003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016950730234384537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
regard	0.003817931516095996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002912258030846715	0.0	0.004256073851138353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00790424644947052	0.0	0.0	0.0	0.0	0.0	0.0	0.0037074394058436155	0.0	0.0
soldats	0.003798835910856724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011483661830425262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
compagnons	0.0037900398019701242	0.0	0.0	0.0	0.0	0.0	0.0	0.005044756457209587	0.0	0.0	0.0	0.0	0.0	0.0	0.004857621621340513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003504735417664051
guerriers	0.003728574840351939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
milieu	0.003623799653723836	0.0	0.00467761792242527	0.0	0.0	0.0	0.0	0.004870772361755371	0.0	0.0032863635569810867	0.0	0.003154204459860921	0.0	0.0	0.0	0.0	0.0	0.0031909700483083725	0.0021730668377131224	0.0	0.0	0.0037048610392957926	0.0	0.0	0.0	0.0	0.006393107119947672	0.0	0.005927496124058962	0.0	0.0	0.002540651010349393	0.0	0.0	0.0	0.0	0.0	0.004397624172270298	0.003246729262173176	0.0
cœur	0.0033935671672225	0.003385158721357584	0.0	0.0035947489086538553	0.0023677621502429247	0.0	0.0	0.0	0.0	0.0	0.0	0.002379712648689747	0.0	0.0035648681223392487	0.0	0.006900298409163952	0.0038907192647457123	0.010591746307909489	0.0	0.0	0.005065341480076313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007506648078560829	0.0	0.0065981550142169	0.0	0.0	0.0	0.002245931886136532	0.004042709246277809	0.0	0.0
mort	0.003366363001987338	0.006117010954767466	0.0033196196891367435	0.0	0.002913043834269047	0.003946658689528704	0.002617985475808382	0.0	0.0024821709375828505	0.0	0.0	0.0	0.0	0.0	0.0	0.00541314110159874	0.0	0.0035983207635581493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007224038243293762	0.002517675282433629	0.0	0.0	0.0	0.0037910344544798136	0.0	0.0	0.0041262004524469376	0.0
façon	0.0033599375747144222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003064965596422553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002912216354161501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018808908062055707	0.0	0.0023794048465788364	0.0	0.0	0.0
maître	0.003312411718070507	0.002542592817917466	0.006710694637149572	0.006876343861222267	0.002162839751690626	0.0	0.0	0.00533012580126524	0.002579266205430031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016604578122496605	0.0	0.0	0.0	0.0	0.0034152287989854813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047995224595069885	0.0	0.006347613874822855	0.0	0.0	0.0	0.0	0.0	0.006319140084087849	0.0	0.0
désert	0.0032513802871108055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
nuit	0.0031702187843620777	0.0	0.0	0.008861596696078777	0.0027276300825178623	0.0	0.0	0.0	0.0	0.0	0.0	0.0037557247560471296	0.0	0.0	0.004412316717207432	0.004521652590483427	0.0	0.0	0.002988107968121767	0.0	0.0	0.0	0.0030639779288321733	0.0	0.009529126808047295	0.0	0.005184379406273365	0.002977565163746476	0.0	0.0	0.004794783424586058	0.00273955543525517	0.0	0.0	0.0	0.0	0.003065271070227027	0.005858393851667643	0.0	0.0
ennemi	0.0031269139144569635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sourire	0.003098004963248968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004525565076619387	0.0	0.0	0.0	0.0	0.0	0.0	0.002965930150821805	0.0	0.0
joie	0.0030869650654494762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003857674077153206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003404144663363695	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fusil	0.0030745186377316713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036924208980053663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
loup	0.0	0.005616363137960434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bras	0.0	0.0055066621862351894	0.003773340256884694	0.006343412678688765	0.0023409659042954445	0.0	0.0	0.0	0.0	0.003457556711509824	0.0	0.0	0.0	0.0	0.0	0.00425807386636734	0.0	0.0	0.0	0.0	0.005782442633062601	0.0035034879110753536	0.0	0.0036166005302220583	0.0	0.0	0.003905043238773942	0.0025601449888199568	0.009367025457322598	0.0	0.00893291737884283	0.0056105623953044415	0.0	0.0	0.0	0.0	0.002738137496635318	0.0	0.004190563224256039	0.0
fond	0.0	0.005023406818509102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031960050109773874	0.0	0.0023051034659147263	0.0	0.0	0.0	0.0032617321703583	0.0	0.0033237370662391186	0.0	0.0046593486331403255	0.0	0.0	0.0037860115990042686	0.0	0.0	0.0	0.003842059290036559	0.0	0.0	0.0	0.0	0.002470156876370311	0.0	0.002706735860556364	0.0023563492577522993	0.0	0.0	0.0
corps	0.0	0.004979987163096666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002738479757681489	0.0	0.0	0.0	0.0034194292966276407	0.0	0.002056666649878025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003708742093294859	0.0	0.0	0.0028165620751678944	0.002510959515348077
yeux	0.0	0.004832213744521141	0.00589141808450222	0.009948196820914745	0.0	0.0	0.0028347873594611883	0.0	0.0026425886899232864	0.004458358511328697	0.0024897600524127483	0.005850981920957565	0.0	0.0053783683106303215	0.0	0.010851232334971428	0.0	0.009875093586742878	0.0035117173101752996	0.0	0.006098926067352295	0.0	0.003127075731754303	0.0052644480019807816	0.003777868580073118	0.0033115227706730366	0.0	0.007285138126462698	0.0074820914305746555	0.0	0.01445682067424059	0.004010006319731474	0.0035138214007019997	0.010197623632848263	0.0	0.006043651141226292	0.007500463631004095	0.01341229397803545	0.0022121984511613846	0.0
lumière	0.0	0.0048032039776444435	0.002497693058103323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005889167543500662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eau	0.0	0.004735283553600311	0.0	0.0	0.004568136762827635	0.0	0.0	0.004572160542011261	0.0	0.0	0.0044218492694199085	0.0	0.002524037379771471	0.0	0.008716022595763206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007165720220655203	0.0032572606578469276	0.0	0.005923653021454811	0.005215359386056662	0.0	0.0	0.002291454467922449	0.0	0.0	0.004835430532693863	0.0	0.0029080663807690144	0.0	0.0023330196272581816	0.0
mains	0.0	0.004704621154814959	0.0	0.003512808820232749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035753101110458374	0.0	0.004076982382684946	0.0	0.0	0.0	0.0	0.0029662647284567356	0.0	0.002103019505739212	0.002549799159169197	0.0	0.0	0.0	0.0	0.003678301116451621	0.0	0.008024932816624641	0.0	0.0	0.0	0.0	0.0037234630435705185	0.0	0.002495533088222146	0.0	0.0
tour	0.0	0.004538656212389469	0.004323455039411783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002300136722624302	0.0	0.0	0.0	0.0	0.0	0.0	0.003105730516836047	0.0	0.0	0.0	0.0	0.0037604058161377907	0.0	0.0	0.0	0.0	0.0	0.0	0.002857582876458764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
corde	0.0	0.004501536022871733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002583398949354887	0.0	0.0	0.0	0.0022511794231832027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sang	0.0	0.0037942337803542614	0.0	0.0	0.00528619484975934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023652531672269106	0.0	0.002674618735909462	0.0033894991502165794	0.0	0.0	0.0	0.0036523006856441498	0.0	0.0	0.0	0.0	0.0	0.0027374529745429754	0.0	0.0	0.0
droite	0.0	0.0037891140673309565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006178941112011671	0.002808790421113372	0.002331165596842766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cri	0.0	0.003718989435583353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041267117485404015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bout	0.0	0.0035437364131212234	0.0	0.003498842241242528	0.0033161365427076817	0.0	0.0	0.0	0.0	0.0	0.0	0.003108881413936615	0.0021893216762691736	0.0	0.0	0.003086475422605872	0.0	0.0	0.0	0.00487239845097065	0.0	0.004478837829083204	0.0	0.0	0.0	0.0	0.0042780423536896706	0.0	0.0	0.0	0.0	0.0	0.0	0.0024095734115689993	0.0017825004179030657	0.0	0.0	0.0	0.0	0.003350235056132078
nom	0.0	0.003529530018568039	0.0	0.0	0.006014116108417511	0.0	0.005963534116744995	0.0	0.005234679207205772	0.0	0.0	0.0	0.0	0.004494440741837025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002692034002393484	0.0	0.0	0.0	0.006898655090481043	0.003982103429734707	0.0	0.0	0.0	0.0036565533373504877	0.0	0.0	0.0	0.0	0.0
poitrine	0.0	0.003514983458444476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023871136363595724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
