	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
10	ami	yeux	auberge	maître	main	présidente	dit-il	terre	moment	bras	août	gens	abbaye	rue	pays	main	valet	temps	porte	juge	heure	temps	bibliothèque	tandis	bois	lit	chevaux	tête	ciel	homme	tête	main	maison	auberge	appareil	porte	pensée	tête	tu	neige
11	main	lumière	milieu	lit	coup	mois	commissaire	heures	amis	milieu	duc	bruit	cents	heure	voyage	larmes	table	pensée	coup	huissier	oncle	boulevard	mots	jours	père	gens	heures	embarcation	cheveux	pièce	dit-il	coup	famille	comptoir	journaux	femmes	coin	main	sens	monde
12	temps	eau	salle	enfant	vie	ami	argent	maître	vie	gens	électeurs	jour	foi	yeux	jours	maison	temps	monde	air	pieds	tête	femme	tête	tête	maison	valet	milieu	pirogue	terre	société	bras	temps	monde	moine	nom	mort	jours	élèves	moment	journée
13	chasseurs	mains	temps	côté	tête	président	coup	compagnons	peine	race	eau	verre	années	fois	partie	fils	oncle	besoin	main	bout	yeux	main	terrasse	bras	monde	père	place	fois	fois	hommes	visage	fois	jours	œil	jour	mains	moment	choses	fleurs	mot
14	bandits	tour	traîneau	bras	grand-oncle	jours	agent	nord	honneur	monsieur	hui	instant	prix	temps	monsieur	temps	chambre	plaisir	gens	place	bras	fiacre	fils	part	jours	face	temps	faim	main	tête	mains	carnier	sœur	route	milliardaires	corps	cris	place	milieu	matin
15	moment	corde	femme	voix	amour	gens	ami	neige	château	agents	place	feu	coup	tête	fois	voix	maison	femme	moment	boyau	vie	gens	soutane	corps	eau	dit-il	droite	forme	bord	air	regard	yeux	cœur	coup	sorte	homme	tête	porte	joueurs	pays
16	instant	sang	tour	route	guerre	femme	mille	milieu	jour	êtres	idée	main	fleurs	nom	homme	jours	jours	musique	voix	m.	cœur	cour	villa	homme	bord	maison	armée	côté	robe	table	cœur	chasseur	fois	m.	laboratoire	tête	nuit	milieu	peuple	voyageurs
17	tête	droite	main	bruit	bout	somme	est-ce	île	idée	doute	lunettes	nuit	autel	porte	milles	lit	coup	ami	yeux	mine	air	foule	coup	coup	frère	jour	bataille	moment	argent	représentation	coup	jambes	madame	monsieur	ouvriers	heures	ciel	frinc	jours	présence
18	voix	cri	maison	air	m.	rente	fois	degrés	gens	madame	temps	heures	couleur	regard	compagnons	femme	enfant	peine	tu	air	argent	ville	fois	geste	mère	maire	tête	arbres	fond	plaisir	dit-elle	sol	mari	jour	art	visage	galerie	hommes	jour	compagnons
19	feu	voix	comte	jour	peur	avocat	porte	pont	bonheur	oiseaux	etc	monde	soleil	main	indigènes	mort	train	moment	doute	viande	abord	air	temps	moment	vie	coup	fois	mur	mains	fin	mort	heure	tu	porcelaine	musique	m.	eau	cœur	corps	bout
20	camp	homme	place	terre	ami	affaires	doute	hommes	ami	province	idées	chien	cours	air	forêts	tu	minutes	jours	heures	lac	garçon	fond	enfants	duc	chemin	yeux	feu	âme	soie	femmes	lèvres	silence	ans	rousseau	journal	lit	air	heure	raison	homme
21	ennemis	bout	loups	fenêtre	brigands	affaire	air	eau	temps	groupes	bonne-maman	silence	propriété	maison	lac	porte	heure	homme	rue	regards	jours	salle	cousin	effet	vent	eau	nuit	chose	amour	mari	moment	grand-père	vie	vieille	guerre	madame	mer	café	jeu	représentation
22	frère	nom	coup	heure	suite	pays	paix	jours	coeur	caravane	pèlerinage	fond	balcon	carrosse	nuit	homme	huit	gens	lendemain	talus	jour	coup	yeux	salle	cheval	monde	officiers	heure	hommes	choses	chambre	chemin	moment	marché	ans	rempart	montagne	moment	balle	question
23	pirates	poitrine	chose	feu	justice	quinze	temps	route	raison	caractère	avenue	chambre	bonheur	chevalier	ans	âme	vin	désir	m.	moment	ans	concierge	doute	médecin	village	cheveux	coups	sorte	peau	œuvre	marquis	neige	mariage	femme	fois	chaleur	masque	regard	choses	bœufs
24	monsieur	minutes	bras	peur	mort	cousin	chose	milles	effet	air	anti-bureaucrate	milieu	sept	femmes	cours	nuit	mère	art	nuit	ordre	frère	bout	nuit	vue	vieille	façon	ordre	soleil	coup	gens	lit	travers	parents	voix	cours	lieu	vie	jour	partie	malade
25	soldat	distance	gens	place	enfants	mort	francs	matelots	fils	science	chambre	vieille	année	prison	vallée	bras	rue	bonheur	femmes	heures	peine	étage	terre	mari	choses	terre	terre	herbe	ombre	littérature	enfant	maison	chose	dents	abeilles	mémoire	bras	moyens	magister	jambe
26	fois	échelle	monde	pieds	chose	succession	heures	effet	mots	fois	ami	oreilles	moitié	mains	fils	chose	prince	joie	homme	coup	veux-tu	moment	côté	peur	fois	voix	bout	fleuve	chose	mot	fois	vent	dame	côté	hommes	fond	sang	fois	part	taille
27	coup	cœur	doute	table	nuit	chambre	tête	pôle	doute	chevaux	bouche	face	terres	cœur	pied	peine	femme	idées	diable	longueur	coup	fenêtres	place	cause	côté	marquise	bataillon	voûte	côté	ordre	fils	ciel	maman	porte	courant	chambre	planète	voix	milady	état
28	armes	cris	téléga	neige	religion	ministre	comte	froid	personnes	scène	boîte	bout	village	madame	contrée	mains	porte	tendresse	mots	mur	hommes	côté	heure	pont	arbres	sonate	porte	nuit	couleur	auteur	nuit	gare	fils	cheveux	chose	tertre	caverne	maison	prêtre	demi-heure
29	gouverneur	instant	poste	tu	pays	an	mot	chaloupe	—je	hymne	œil	regard	moines	cour	jour	prieur	gens	mots	mot	fond	mains	loge	fenêtres	quelqu’	route	côté	armes	effet	visage	comédie	sourire	jour	frère	maison	heure	pierre	instant	peur	fois	vue
30	vie	neige	amis	homme	couvents	cinquante	jour	jour	fortune	insectes	dames	fois	paysans	sœur	côte	fenêtre	tandis	est-ce	prison	ministre	monde	chemin	ciel	habitacle	heure	nom	garde	caverne	foule	amis	front	tour	mademoiselle	canne	spectacle	air	pus	coups	place	tandis
31	minutes	ciel	mort	coup	ans	voix	instruction	monsieur	famille	marchés	est-ce	travers	pierres	chose	troupe	grand-père	monsieur	mort	cabinet	magasin	maman	pied	cause	mots	ville	sang	monde	mètres	roses	idée	heure	face	plaisir	ans	table	sultan	sensation	agent	eau	attention
32	chose	place	dame	peine	mot	tableaux	justice	moment	mot	élève	ans	terre	soie	cheveux	rive	ans	est-ce	sorte	papier	fois	as-tu	tête	langue	doute	tête	femme	jour	pieds	front	heure	mot	besoin	mois	fois	ville	fois	viande	colonie	monde	soin
33	doña	main	supplice	sœur	pitié	intérêts	idée	température	voix	tête	honneur	sorte	chose	lieu	effet	ciel	cœur	ans	abord	tour	colère	quartier	front	hunier	heures	dame	face	centre	mer	orchestre	cri	nuit	main	diable	etc	vieille	choses	diable	bouche	lit
34	forêt	ville	face	cœur	diable	livres	crime	peine	courage	mille	peine	table	blé	dames	marche	coup	main	volonté	ministre	poète	place	bureau	vicaire	mains	printemps	comte	bras	droite	feuilles	dame	est-ce	jambe	marquise	gentilhomme	vue	effet	front	sourire	yeux	cas
35	regard	bruit	orchestre	enfants	temps	dit-il	garçon	cap	yeux	herbes	heures	idée	vallée	vie	chemin	peur	fils	sens	fois	partie	gens	table	monde	ajouta-t-il	hiver	vieille	mille	courant	pieds	musique	nom	cadavres	bonheur	manteau	compte	hui	fleuve	lunettes	charbon	place
36	soldats	scène	cris	village	porte	fils	yeux	brick	femmes	singe	principes	barreaux	chaux	ami	animaux	vieille	banquier	fond	garçon	face	jambes	maisons	attention	paroles	mois	salon	cents	minutes	femme	vertu	larmes	milieu	filles	abord	pays	front	côté	agents	dîner	gens
37	compagnons	lanterne	moment	moment	cœur	cabinet	effet	détroit	malheur	année	bassin	nez	eau	prince	avril	air	heures	air	chien	instruction	raison	milieu	mot	monsieur	femme	porte	bois	amas	bouche	goût	mère	chansons	lettre	imprimeur	spirite	monde	bois	concession	galerie	lendemain
38	guerriers	froid	cérémonies	mains	bras	lettres	vérité	homme	maître	captifs	circonscription	cœur	place	enfant	enfant	moment	fille	pensées	ans	corps	tiens	entrée	moment	morceau	pluie	rideaux	fusil	rive	taille	m.	vie	mort	chambre	magasin	verres	sieur	façon	côté	cloche	sol
39	milieu	maître	personnes	bout	haine	trente	tu	tempête	duc	partie	robinet	lune	salon	voix	herbes	soleil	souper	milieu	femme	policier	exemple	voitures	prélat	sang	coup	suite	lieutenant	rivière	épaules	phrases	œil	côté	monsieur	heure	jours	cheveux	robe	président	âme	corps
40	cœur	président	route	froid	général	jour	heure	raison	comte	nombre	pèlerins	trou	légende	fin	terrain	côté	chemin	idée	jours	feu	choses	face	mains	cousine	fleurs	mot	maisons	bras	jardin	héros	sang	poignard	yeux	main	machine	mulâtre	fond	face	humanité	pied
41	mort	jambes	porte	dit-il	feu	temps	fortune	situation	mort	provinces	bureaucratie	pied	ciel	coup	travers	choses	salle	peintre	heure	moyen	dit-elle	bras	mouvement	histoire	ans	juge	sang	bois	velours	maison	bouche	voiture	air	mme	genre	bruit	oiseaux	vieille	ingénieur	voyage
42	façon	branche	statues	chose	pauvres	loi	main	fois	maison	bourg	yeux	lieu	richesses	étoile	paysage	escalier	garçon	doute	tasse	camp	courant	fois	jardin	avocat	campagne	chose	moment	espace	lune	leçons	monsieur	çà	peine	messe	question	fièvre	existence	règlement	supplices	temps
43	maître	forces	cathédrale	pain	femme	pouvoir	gens	ciel	lettre	havildars	fer	épaules	biens	place	cheval	bout	hui	façon	déjeuner	tête	enfant	cabinet	visage	connaissance	clocher	pied	morts	gouffre	place	théâtres	heures	eau	joie	moment	choses	bois	abord	monde	religion	sorte
44	désert	abord	langue	chien	fois	commerce	situation	doute	retour	ans	foule	porte	merveilles	costume	branches	mme	château	hui	milieu	phoque	côté	maître	feu	distraction	fond	prêtre	heure	peau	barque	chose	geste	rifle	heures	fille	façon	ombre	chair	dit-il	cause	peine
45	nuit	lettre	part	chiens	pied	huit	mort	ours	fois	profit	butte	mur	tour	instant	halte	silence	mois	paroles	cousin	corde	femme	coin	efforts	terre	yeux	pièce	chemin	ruines	vent	question	mari	est-ce	dîner	fond	honneur	partie	peine	messieurs	état	gibier
46	ennemi	rideau	lumière	chemin	cité	dit-elle	policier	baie	part	étude	église	épaule	hectares	régent	pieds	famille	mots	hommes	lettre	doute	travaux	francs	chien	maison	hommes	table	air	feu	voile	acteurs	colère	chauffeur	heure	taffetas	gentlemen	peuple	nourriture	silence	douceur	nabab
47	sourire	feu	abord	salle	effet	service	hommes	glaces	—ah	vie	oncle	abord	terre	fond	endroit	terre	verre	mois	est-ce	pauvres	visage	train	travaux	corde	tour	pharmacien	choses	plaine	poitrine	amour	cheveux	enfant	âge	bout	bout	côté	couloir	mains	instant	jambes
48	joie	présence	famille	jambes	maître	vente	cabinet	sud	présence	soleil	parties	fenêtre	bout	gentilhomme	mois	frère	chevaux	contraire	messieurs	heure	idée	chapeau	aérophytes	preuve	tante	cheminée	pied	tours	arbres	ami	mouvement	pieds	vieille	cavalier	inventeur	aujourd	cœur	lune	race	confrères
49	fusil	cosaque	curiosité	vis	sens	héritier	ans	navires	pouvoir	ville	fils	sol	mur	épée	hache	mois	déjeuner	visage	place	sac	plaisir	café	feuilles	poche	montagnes	corps	ville	terreur	droite	part	tu	étoiles	choses	père	monde	doute	épaules	spahi	coup	idée
